CYCLE,ORGID,ORGNAME,TOTAL,INDIVS,PACS,SOFT,TOT527,DEMS,REPUBS,LOBBYING,OUTSIDE,MEMS_INVESTED,GAVE_TO_PAC,GAVE_TO_PARTY,GAVE_TO_527,GAVE_TO_CAND,SOURCE
2022,D000032877,Cornell University,460725,434410,0,26315,0,403011,26653,250000,0,0,1664,158921,274139,0,www.opensecrets.org/orgs/summary.php?id=D000032877
2022,D000037835,Cornell University Medical Center,30,30,0,0,0,30,0,0,0,0,0,0,30,0,www.opensecrets.org/orgs/summary.php?id=D000037835
2022,D000022205,Proskauer Rose,378010,376351,0,1659,0,324273,51801,0,0,0,0,109512,242730,0,www.opensecrets.org/orgs/summary.php?id=D000022205
2022,D000000015,Chevron Corp,7431248,353363,714000,6363885,0,211662,874316,4046000,0,0,372,194040,872292,0,www.opensecrets.org/orgs/summary.php?id=D000000015
2022,D000000143,American Postal Workers Union,864823,6623,833000,25200,0,743923,95700,235000,0,0,0,77600,744023,0,www.opensecrets.org/orgs/summary.php?id=D000000143
2022,D000090524,Ilan Investments,60162,35162,0,25000,0,0,35162,0,0,0,0,1310,24652,0,www.opensecrets.org/orgs/summary.php?id=D000090524
2022,D000000652,Humana Inc,1110530,160755,900000,49775,0,567933,491251,2770000,0,0,345,93360,658768,0,www.opensecrets.org/orgs/summary.php?id=D000000652
2022,D000089155,Sinclair Companies,134100,134100,0,0,0,0,134100,0,0,0,0,0,76000,0,www.opensecrets.org/orgs/summary.php?id=D000089155
2022,D000084291,Northlane Capital Partners,855900,670900,0,185000,0,647700,11600,0,0,0,0,196000,434900,0,www.opensecrets.org/orgs/summary.php?id=D000084291
2022,D000022011,GCM Grosvenor,1042500,1032500,0,10000,0,1032500,0,0,0,0,0,761000,251500,0,www.opensecrets.org/orgs/summary.php?id=D000022011
2022,D000073416,Lieberman Research Worldwide,34850,34850,0,0,0,34850,0,0,0,0,0,5000,29850,0,www.opensecrets.org/orgs/summary.php?id=D000073416
2022,D000071021,Novocure Inc,147093,53093,94000,0,0,83667,63426,230000,0,0,0,1899,144672,0,www.opensecrets.org/orgs/summary.php?id=D000071021
2022,D000024670,Centene Corp,1434757,634315,697000,103442,0,1030344,400564,2180000,0,0,1314,392268,897448,0,www.opensecrets.org/orgs/summary.php?id=D000024670
2022,D000000162,"Akin, Gump et al",2525930,1917311,581775,26844,0,1664668,830418,0,0,0,0,460283,1820253,0,www.opensecrets.org/orgs/summary.php?id=D000000162
2022,D000094667,Silver Oak Cellars,19601,19601,0,0,0,19601,0,0,0,0,0,250,19351,0,www.opensecrets.org/orgs/summary.php?id=D000094667
2022,D000021874,Bluegrass Cmte,500000,0,500000,0,0,0,500000,0,0,0,0,215000,285000,0,www.opensecrets.org/orgs/summary.php?id=D000021874
2012,D000084573,Bluegrass Cmte for Justice & Fairness,57447,0,0,0,57447,0,0,0,0,0,0,0,0,57447,www.opensecrets.org/orgs/summary.php?id=D000084573
2020,D000026944,Kansas City Southern,169277,62679,106598,0,0,33020,136257,230000,0,8,0,-2027,158798,0,www.opensecrets.org/orgs/summary.php?id=D000026944
2022,D000022331,Yale University,885112,828462,0,56650,0,769613,54548,280000,0,0,1494,258312,550515,0,www.opensecrets.org/orgs/summary.php?id=D000022331
2022,D000036191,New Mexico State University,15442,12888,0,2554,0,10347,2541,80000,0,0,135,6341,6472,0,www.opensecrets.org/orgs/summary.php?id=D000036191
2022,D000059961,Adelanto Healthcare Ventures,115800,115800,0,0,0,98400,17400,30000,0,0,0,0,100800,0,www.opensecrets.org/orgs/summary.php?id=D000059961
2022,D000093644,Katsky Korins LLP,41762,40512,0,1250,0,38512,0,0,0,0,0,4500,36012,0,www.opensecrets.org/orgs/summary.php?id=D000093644
2022,D000022003,GEO Group,1205322,269147,273250,662925,0,31622,510525,440000,0,0,0,238638,252300,0,www.opensecrets.org/orgs/summary.php?id=D000022003
2022,D000029194,State Street Corp,152917,38697,113500,720,0,81845,70049,1280000,0,0,25,10428,139515,0,www.opensecrets.org/orgs/summary.php?id=D000029194
2022,D000027470,"Maynard, Cooper & Gale",349453,38453,311000,0,0,120250,229203,0,0,0,0,2000,318953,0,www.opensecrets.org/orgs/summary.php?id=D000027470
2022,D000000269,American Chiropractic Assn,238500,0,237500,1000,0,134000,103500,174250,0,0,0,0,218000,0,www.opensecrets.org/orgs/summary.php?id=D000000269
2022,D000000544,Harvard University,1473424,1314654,0,158770,0,1214138,88036,290000,0,0,2504,311619,941329,0,www.opensecrets.org/orgs/summary.php?id=D000000544
2022,D000071033,"Sheet Metal, Air, Rail & Transportation Union",2977650,2850,2581800,393000,0,2475650,124500,615100,0,0,0,156360,1969790,0,www.opensecrets.org/orgs/summary.php?id=D000071033
2022,D000028277,America 2.0 PAC,102500,0,102500,0,0,102500,0,0,0,0,0,5000,97500,0,www.opensecrets.org/orgs/summary.php?id=D000028277
2022,D000060990,Dimensional Fund Advisors,4879759,1779759,0,3100000,0,0,1779759,0,0,0,0,1098335,661424,0,www.opensecrets.org/orgs/summary.php?id=D000060990
2022,D000073978,K Rowe Investments,1738100,1686100,0,52000,0,1668600,40900,0,0,0,0,842400,838200,0,www.opensecrets.org/orgs/summary.php?id=D000073978
2022,D000000208,Cassidy & Assoc,459182,459182,0,0,0,240790,218392,0,0,0,500,29600,380382,0,www.opensecrets.org/orgs/summary.php?id=D000000208
2022,D000083482,Cassidy Organization,691805,661005,0,30800,0,0,661005,0,0,0,0,600500,50505,0,www.opensecrets.org/orgs/summary.php?id=D000083482
2022,D000089883,Grupo VL LLC,14600,14600,0,0,0,14600,0,0,0,0,0,0,14600,0,www.opensecrets.org/orgs/summary.php?id=D000089883
2022,D000000182,Ford Motor Co,1151944,271780,827000,53164,0,561830,533261,2793309,0,0,654,233171,660112,0,www.opensecrets.org/orgs/summary.php?id=D000000182
2022,D000035181,"Kramer, Levin et al",142376,142126,0,250,0,137830,4296,0,0,0,0,14840,115990,0,www.opensecrets.org/orgs/summary.php?id=D000035181
2022,D000033366,ECPI College of Technology,31478,31478,0,0,0,21900,9578,60000,0,0,0,2733,28745,0,www.opensecrets.org/orgs/summary.php?id=D000033366
2022,D000076058,Curio Wellness,30850,30850,0,0,0,29850,1000,0,0,0,0,0,30850,0,www.opensecrets.org/orgs/summary.php?id=D000076058
2022,D000070520,Craig Realty Group,96597,96597,0,0,0,0,96597,0,0,0,0,19250,66347,0,www.opensecrets.org/orgs/summary.php?id=D000070520
2022,D000094739,Affinity Capital Management,69285,69285,0,0,0,40934,28351,0,0,0,0,0,69285,0,www.opensecrets.org/orgs/summary.php?id=D000094739
2022,D000000117,Air Line Pilots Assn,3469705,3205,2956500,510000,0,1734705,1225000,864000,0,0,386,555476,1791729,0,www.opensecrets.org/orgs/summary.php?id=D000000117
2022,D000066804,AbbVie Inc,943625,169335,765500,8790,0,490987,438266,4860000,0,0,50,143823,666729,0,www.opensecrets.org/orgs/summary.php?id=D000066804
2022,D000021859,Bain Capital,5627654,3017654,0,2610000,0,2951303,54751,120000,0,0,2900,2351300,636354,0,www.opensecrets.org/orgs/summary.php?id=D000021859
2020,D000048393,CauseForce,613,613,0,0,0,613,0,0,0,0,0,115,498,0,www.opensecrets.org/orgs/summary.php?id=D000048393
2020,D000048421,CeasefirePA,541,541,0,0,0,541,0,0,0,0,0,0,541,0,www.opensecrets.org/orgs/summary.php?id=D000048421
2022,D000035590,Mansefeldt Investment,145592,135592,0,10000,0,0,135592,0,0,0,0,63700,56892,0,www.opensecrets.org/orgs/summary.php?id=D000035590
2022,D000098006,Persefoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000098006
2022,D000023937,American College of Physicians,167350,1350,166000,0,0,113850,53500,515599,0,0,0,0,167350,0,www.opensecrets.org/orgs/summary.php?id=D000023937
2022,D000034800,"Janet, Jenner & Suggs",8000,8000,0,0,0,8000,0,0,0,0,0,1000,7000,0,www.opensecrets.org/orgs/summary.php?id=D000034800
2022,D000000814,Jenner & Block,225623,222879,-2500,5244,0,200774,16605,0,0,0,0,16592,201787,0,www.opensecrets.org/orgs/summary.php?id=D000000814
2020,D000050702,Evergreen Recycling,8198,8198,0,0,0,8173,25,0,0,0,0,0,3198,0,www.opensecrets.org/orgs/summary.php?id=D000050702
2022,D000030769,Valentine Research,153530,53530,0,100000,0,0,53530,0,0,0,0,24120,19500,0,www.opensecrets.org/orgs/summary.php?id=D000030769
2022,D000036277,Northwestern University,625304,543597,0,81707,0,505812,36512,219000,0,0,1675,81190,445682,0,www.opensecrets.org/orgs/summary.php?id=D000036277
2022,D000038711,Northwestern University Medical Center,915,915,0,0,0,915,0,0,0,0,0,400,515,0,www.opensecrets.org/orgs/summary.php?id=D000038711
2022,D000034008,George Group,29500,19500,0,10000,0,0,19500,0,0,0,0,0,19500,0,www.opensecrets.org/orgs/summary.php?id=D000034008
2020,D000067982,George Group/Harry Buffalo,8550,8550,0,0,0,2950,5600,0,0,0,0,0,8550,0,www.opensecrets.org/orgs/summary.php?id=D000067982
2022,D000065724,McLane Group,69104,69104,0,0,0,0,69104,0,0,0,0,1800,52304,0,www.opensecrets.org/orgs/summary.php?id=D000065724
2022,D000031011,Western National Group,2671267,2636267,0,35000,0,0,2636267,0,0,0,0,1779075,817192,0,www.opensecrets.org/orgs/summary.php?id=D000031011
2022,D000021873,Blackstone Group,36820064,4446020,5000,32369044,0,1956036,2478807,3050000,0,0,6921,1331657,2831760,0,www.opensecrets.org/orgs/summary.php?id=D000021873
2022,D000026350,Guardian Life Insurance,427125,155300,271000,825,0,237254,188210,940000,0,0,0,11318,383982,0,www.opensecrets.org/orgs/summary.php?id=D000026350
2022,D000031076,Williams Brothers Construction,282259,282259,0,0,0,300,281959,0,0,0,0,40000,222259,0,www.opensecrets.org/orgs/summary.php?id=D000031076
2022,D000067407,Williams Brothers Construction (Illinois),1000,1000,0,0,0,0,1000,0,0,0,0,0,1000,0,www.opensecrets.org/orgs/summary.php?id=D000067407
2022,D000000402,"Welsh, Carson et al",967802,930102,0,37700,0,220663,706539,56000,0,0,0,221700,656163,0,www.opensecrets.org/orgs/summary.php?id=D000000402
2022,D000021939,Cornerstone Government Affairs,1271141,1271141,0,0,0,646277,621913,30000,0,0,0,165356,875990,0,www.opensecrets.org/orgs/summary.php?id=D000021939
2022,D000022150,New Democrat Coalition,972671,204764,757907,10000,0,962671,0,0,201150,0,0,30000,867671,0,www.opensecrets.org/orgs/summary.php?id=D000022150
2022,D000024873,Cleveland-Cliffs,157422,18022,138500,900,0,89937,66210,950000,0,0,0,5259,149019,0,www.opensecrets.org/orgs/summary.php?id=D000024873
2022,D000000843,United Dairy Farmers,7550,7550,0,0,0,1500,6050,0,0,0,0,0,7550,0,www.opensecrets.org/orgs/summary.php?id=D000000843
2022,D000034951,JTM Provisions,143900,143900,0,0,0,0,143900,0,0,0,0,120000,18900,0,www.opensecrets.org/orgs/summary.php?id=D000034951
2022,D000000465,Forest City Enterprises,121117,81117,0,40000,0,75317,5800,0,0,0,0,10000,70117,0,www.opensecrets.org/orgs/summary.php?id=D000000465
2022,D000061745,Hunt Companies,2106473,1846223,0,260250,0,203673,1639900,300000,0,0,0,678481,997042,0,www.opensecrets.org/orgs/summary.php?id=D000061745
2022,D000053639,Mercury Systems,24291,24291,0,0,0,3924,20367,47000,0,0,0,420,23871,0,www.opensecrets.org/orgs/summary.php?id=D000053639
2022,D000050114,Deschutes Brewery,3030,3030,0,0,0,2905,125,0,0,0,0,125,2905,0,www.opensecrets.org/orgs/summary.php?id=D000050114
2022,D000000769,"Paul, Weiss et al",2027454,1963104,0,64350,0,1626690,336414,0,0,0,0,515058,1385169,0,www.opensecrets.org/orgs/summary.php?id=D000000769
2022,D000070810,JAB Holding Co,46553,45448,0,1105,0,13239,30555,20000,0,0,0,8279,35496,0,www.opensecrets.org/orgs/summary.php?id=D000070810
2022,D000032643,CGCN Group,307784,209884,97900,0,0,2710,305074,0,0,0,0,47110,235924,0,www.opensecrets.org/orgs/summary.php?id=D000032643
2022,D000033996,Genesis 10,90835,90835,0,0,0,90835,0,0,0,0,0,300,64835,0,www.opensecrets.org/orgs/summary.php?id=D000033996
2022,D000043227,Trans-Global Solutions,98435,98435,0,0,0,0,98435,0,0,0,0,58535,34900,0,www.opensecrets.org/orgs/summary.php?id=D000043227
2022,D000022192,Pitney Bowes Inc,228385,29441,197500,1444,0,116977,109964,600000,0,0,0,35550,170690,0,www.opensecrets.org/orgs/summary.php?id=D000022192
2022,D000000373,McDonald's Corp,650429,354872,292000,3557,0,200104,444150,1060000,0,0,0,160268,467092,0,www.opensecrets.org/orgs/summary.php?id=D000000373
2022,D000070813,Hilltop Holdings,82563,67563,15000,0,0,17848,64715,160000,0,0,2934,2995,70368,0,www.opensecrets.org/orgs/summary.php?id=D000070813
2022,D000021983,Fifth Third Bancorp,168497,52943,113500,2054,0,55159,110684,665164,0,0,0,11442,143801,0,www.opensecrets.org/orgs/summary.php?id=D000021983
2022,D000000367,Walmart Inc,1895407,582609,1275500,37298,0,793701,1061879,3020000,0,0,1116,491232,1174285,0,www.opensecrets.org/orgs/summary.php?id=D000000367
2022,D000087633,Axxess Technology Solutions,289013,244013,20000,25000,0,189013,100000,100000,0,0,0,10000,187713,0,www.opensecrets.org/orgs/summary.php?id=D000087633
2022,D000000123,American International Group,97426,94166,0,3260,0,62302,30831,1230000,0,0,745,15873,74795,0,www.opensecrets.org/orgs/summary.php?id=D000000123
2022,D000000411,National Electrical Contractors Assn,1298260,550,1297500,210,0,422300,875750,192000,0,0,0,180000,856050,0,www.opensecrets.org/orgs/summary.php?id=D000000411
2022,D000022267,Steptoe & Johnson,424963,331173,90000,3790,0,283550,137123,30000,0,0,0,69551,334006,0,www.opensecrets.org/orgs/summary.php?id=D000022267
2022,D000000170,Northrop Grumman,2397336,462371,1921500,13465,0,1215932,1163712,6780000,0,0,856,685205,1197833,0,www.opensecrets.org/orgs/summary.php?id=D000000170
2016,D000067714,Northrop Grumman Innovation Systems,788586,47990,739250,211,1135,265255,521783,2370000,0,0,0,3640,657600,1135,www.opensecrets.org/orgs/summary.php?id=D000067714
2016,D000021353,Northrop Grumman Ship Systems,80,80,0,0,0,0,80,0,0,0,0,0,80,0,www.opensecrets.org/orgs/summary.php?id=D000021353
2012,D000021349,Northrop Grumman Space Technology,1000,1000,0,0,0,1000,0,0,0,0,0,0,1000,0,www.opensecrets.org/orgs/summary.php?id=D000021349
2022,D000000070,United Auto Workers,2940501,30001,1215500,1695000,0,1245276,10225,386000,0,0,0,599862,620639,0,www.opensecrets.org/orgs/summary.php?id=D000000070
2022,D000027539,Meritage Homes,177421,57421,15000,105000,0,2455,69966,0,0,0,0,11580,60685,0,www.opensecrets.org/orgs/summary.php?id=D000027539
2022,D000000119,Dairy Farmers of America,360480,57480,303000,0,0,160500,199903,500000,0,0,0,46905,313327,0,www.opensecrets.org/orgs/summary.php?id=D000000119
2022,D000000422,Oracle Corp,23010553,1508752,388220,21113581,0,1307482,584897,5770000,0,0,1469,1075742,752904,0,www.opensecrets.org/orgs/summary.php?id=D000000422
2022,D000052457,J Street,3237984,2745519,304211,188254,0,3044085,5645,380000,1952899,0,0,0,2979430,0,www.opensecrets.org/orgs/summary.php?id=D000052457
2022,D000073971,Pro-Israel America PAC,2515688,2376303,139385,0,0,1799143,716545,0,0,0,0,0,2515688,0,www.opensecrets.org/orgs/summary.php?id=D000073971
2022,D000051392,Golf Course Superintendents Assn of America,20000,0,20000,0,0,12500,7500,20000,0,0,0,0,20000,0,www.opensecrets.org/orgs/summary.php?id=D000051392
2022,D000073989,Digidems PAC,1164921,894284,270637,0,0,1164921,0,0,0,0,0,394882,770039,0,www.opensecrets.org/orgs/summary.php?id=D000073989
2022,D000036707,Pisces Inc,301690,301690,0,0,0,269790,31900,0,0,0,0,76300,205590,0,www.opensecrets.org/orgs/summary.php?id=D000036707
2022,D000070995,Napoli Shkolnik PLLC,57350,57350,0,0,0,57350,0,0,0,0,0,0,57350,0,www.opensecrets.org/orgs/summary.php?id=D000070995
2022,D000092686,Central Distributors (Tennessee),3475,3475,0,0,0,3475,0,0,0,0,0,2175,1300,0,www.opensecrets.org/orgs/summary.php?id=D000092686
2022,D000025897,"Fragomen, Del Rey et al",274557,266457,5800,2300,0,263273,8984,0,0,0,0,6646,263623,0,www.opensecrets.org/orgs/summary.php?id=D000025897
2022,D000070576,KPS Capital Partners,498707,490507,0,8200,0,109707,380800,30000,0,0,0,301450,174057,0,www.opensecrets.org/orgs/summary.php?id=D000070576
2022,D000079142,Century 21 Department Stores,26500,1500,0,25000,0,250,1250,0,0,0,0,0,1500,0,www.opensecrets.org/orgs/summary.php?id=D000079142
2022,D000000199,American Society of Anesthesiologists,2756400,2500,1798900,955000,0,890000,911400,740000,98500,0,0,492500,1080400,0,www.opensecrets.org/orgs/summary.php?id=D000000199
2022,D000000067,Altria Group,1466876,362126,1099750,5000,0,541354,920522,6000000,0,0,0,170849,867119,0,www.opensecrets.org/orgs/summary.php?id=D000000067
2022,D000000138,Pfizer Inc,1728954,351916,1278900,98138,0,1022502,682897,6230000,0,0,100,418874,1021819,0,www.opensecrets.org/orgs/summary.php?id=D000000138
2022,D000074392,Society for Cardiovascular Angiography,50000,0,50000,0,0,17500,32500,0,0,0,0,0,45000,0,www.opensecrets.org/orgs/summary.php?id=D000074392
2022,D000069501,Blue Origin,365507,66507,299000,0,0,212320,150575,1030000,0,0,0,33574,241598,0,www.opensecrets.org/orgs/summary.php?id=D000069501
2022,D000030730,US Dept of Veterans Affairs,723113,704433,0,18680,0,561896,135400,0,0,0,5350,273965,402499,0,www.opensecrets.org/orgs/summary.php?id=D000030730
2022,D000044899,Hillwood Development,6473032,2072732,0,4400300,0,14100,2058632,0,0,0,0,1174775,803357,0,www.opensecrets.org/orgs/summary.php?id=D000044899
2022,D000021679,BGR Group,1465439,1309684,155755,0,0,302330,1163109,0,0,0,0,449147,846922,0,www.opensecrets.org/orgs/summary.php?id=D000021679
2022,D000032033,Bohemian Foundation,1457400,1282400,0,175000,0,1282400,0,0,0,0,0,988500,263900,0,www.opensecrets.org/orgs/summary.php?id=D000032033
2022,D000085594,CityView Inc,9013,9013,0,0,0,9013,0,0,0,0,0,0,9013,0,www.opensecrets.org/orgs/summary.php?id=D000085594
2022,D000082407,MedReview Inc,3340,2827,0,513,0,2827,0,0,0,0,0,0,2827,0,www.opensecrets.org/orgs/summary.php?id=D000082407
2022,D000081820,View Inc,115063,114943,0,120,0,114480,463,340000,0,0,0,710,114233,0,www.opensecrets.org/orgs/summary.php?id=D000081820
2022,D000065720,McArthurGlen Group,2967050,2327050,0,640000,0,2327050,0,0,0,0,0,2225000,82050,0,www.opensecrets.org/orgs/summary.php?id=D000065720
2022,D000058656,Winged Keel Group,80410,80410,0,0,0,57660,22750,0,0,0,0,160,80250,0,www.opensecrets.org/orgs/summary.php?id=D000058656
2022,D000000755,National Multifamily Housing Council,2982000,0,2982000,0,0,1670000,1302000,3590000,0,0,0,240000,1647000,0,www.opensecrets.org/orgs/summary.php?id=D000000755
2022,D000065616,CMR PAC,665500,0,665500,0,0,0,664500,0,0,0,0,15000,518000,0,www.opensecrets.org/orgs/summary.php?id=D000065616
2020,D000076722,Beyond Broadway LLC,21400,21400,0,0,0,15800,5600,0,0,0,0,0,21400,0,www.opensecrets.org/orgs/summary.php?id=D000076722
2022,D000024101,Appraisal Institute,138711,211,138500,0,0,84211,54500,50000,0,0,0,0,133711,0,www.opensecrets.org/orgs/summary.php?id=D000024101
2022,D000087791,Virtua Partners,197800,197800,0,0,0,100,197700,0,0,0,0,120700,52300,0,www.opensecrets.org/orgs/summary.php?id=D000087791
2022,D000000140,Ironworkers Union,1489899,4149,1138500,347250,0,878845,290054,230000,0,0,0,146570,682375,0,www.opensecrets.org/orgs/summary.php?id=D000000140
2020,D000093568,Ironworkers Union/Texas,20000,0,0,0,20000,0,0,0,0,0,0,0,0,20000,www.opensecrets.org/orgs/summary.php?id=D000093568
2022,D000021862,Balch & Bingham,163580,39080,124500,0,0,23100,140480,0,0,0,0,1375,152205,0,www.opensecrets.org/orgs/summary.php?id=D000021862
2022,D000025929,Fresenius Medical Care,980272,96620,857000,26652,0,499614,479006,3615000,0,0,25,255914,467029,0,www.opensecrets.org/orgs/summary.php?id=D000025929
2022,D000076314,Estes Express Lines,66344,66344,0,0,0,27300,39044,0,0,0,0,9905,48358,0,www.opensecrets.org/orgs/summary.php?id=D000076314
2022,D000000810,Carlyle Group,2494197,1309047,520000,665150,0,1083233,745165,1540000,0,0,0,763813,969300,0,www.opensecrets.org/orgs/summary.php?id=D000000810
2022,D000036063,Museum of Modern Art,3651,2208,0,1443,0,2208,0,0,0,0,0,0,2208,0,www.opensecrets.org/orgs/summary.php?id=D000036063
2022,D000088578,San Francisco Museum of Modern Art,25967,467,0,25500,0,467,0,0,0,0,0,0,467,0,www.opensecrets.org/orgs/summary.php?id=D000088578
2022,D000067782,Lyft Inc,307187,267757,16000,23430,0,278666,5776,750000,0,0,415,115668,161659,0,www.opensecrets.org/orgs/summary.php?id=D000067782
2022,D000028391,PLS Financial Services,33300,2300,31000,0,0,15000,18300,0,0,0,0,0,28300,0,www.opensecrets.org/orgs/summary.php?id=D000028391
2022,D000000482,International Dairy Foods Assn,127700,4200,123500,0,0,42500,85200,360000,0,0,0,6200,108500,0,www.opensecrets.org/orgs/summary.php?id=D000000482
2022,D000000687,Development Specialists Inc,26300,26300,0,0,0,26300,0,0,0,0,0,0,20300,0,www.opensecrets.org/orgs/summary.php?id=D000000687
2022,D000021919,Clifford Law Offices,672498,647498,0,25000,0,648698,-1200,0,0,0,0,316100,301748,0,www.opensecrets.org/orgs/summary.php?id=D000021919
2022,D000023771,AECOM Global,729426,404505,221000,103921,0,485240,137176,590000,0,0,888,286084,335144,0,www.opensecrets.org/orgs/summary.php?id=D000023771
2022,D000033256,Douglas E Barnhart Inc,13467,13467,0,0,0,0,13467,0,0,0,0,0,11967,0,www.opensecrets.org/orgs/summary.php?id=D000033256
2022,D000050183,Dimeo Construction,25500,25500,0,0,0,24500,1000,0,0,0,0,0,23000,0,www.opensecrets.org/orgs/summary.php?id=D000050183
2022,D000022098,Massachusetts Institute of Technology,1068560,577893,0,490667,0,522967,49733,66473,0,0,1994,148532,418403,0,www.opensecrets.org/orgs/summary.php?id=D000022098
2020,D000072164,BK2 Holdings,968974,718974,0,250000,0,0,718974,0,0,0,0,204974,504000,0,www.opensecrets.org/orgs/summary.php?id=D000072164
2022,D000000675,Blue Dog PAC,276250,1250,275000,0,0,276250,0,0,0,0,0,0,181250,0,www.opensecrets.org/orgs/summary.php?id=D000000675
2022,D000073971,Pro-Israel America PAC,2515688,2376303,139385,0,0,1799143,716545,0,0,0,0,0,2515688,0,www.opensecrets.org/orgs/summary.php?id=D000073971
2022,D000021754,Apple Inc,1685225,1535502,0,149723,0,1321381,202868,4570000,0,0,1226,360233,1150794,0,www.opensecrets.org/orgs/summary.php?id=D000021754
2022,D000000250,Painters & Allied Trades Union,1511274,774,1150500,360000,0,1154069,27205,318000,2567,0,0,217605,894169,0,www.opensecrets.org/orgs/summary.php?id=D000000250
2022,D000034173,Greater New York Hospital Assn,7657700,131700,0,7526000,0,131700,0,680000,0,0,0,0,131700,0,www.opensecrets.org/orgs/summary.php?id=D000034173
2022,D000030667,University of Maryland,770754,682187,0,88567,0,642227,28111,60000,0,0,1762,182245,482197,0,www.opensecrets.org/orgs/summary.php?id=D000030667
2022,D000038937,University of Maryland Medical System,10517,10306,0,211,0,8030,2215,0,0,0,197,1011,9166,0,www.opensecrets.org/orgs/summary.php?id=D000038937
2022,D000070689,Common Ground PAC,347000,0,347000,0,0,347000,0,0,0,0,0,149500,197500,0,www.opensecrets.org/orgs/summary.php?id=D000070689
2022,D000091441,MVM Inc,12778,12778,0,0,0,12458,320,0,0,0,0,1230,11548,0,www.opensecrets.org/orgs/summary.php?id=D000091441
2022,D000000165,General Dynamics,2684279,518345,2149625,16309,0,1312435,1343350,5930000,0,0,571,410089,1553164,0,www.opensecrets.org/orgs/summary.php?id=D000000165
2020,D000023112,General Dynamics Advanced Info Systems,126,126,0,0,0,126,0,0,0,0,0,0,126,0,www.opensecrets.org/orgs/summary.php?id=D000023112
2022,D000021972,Elliott Management,14930508,1925508,0,13005000,0,227886,1689322,100000,0,0,0,1164902,720206,0,www.opensecrets.org/orgs/summary.php?id=D000021972
2022,D000071833,Jackson Family Wines,219785,219785,0,0,0,84885,134900,0,0,0,0,3526,216259,0,www.opensecrets.org/orgs/summary.php?id=D000071833
2022,D000032682,Cme Assoc,45510,30510,0,15000,0,28510,2000,0,0,0,0,9660,20850,0,www.opensecrets.org/orgs/summary.php?id=D000032682
2022,D000091991,Vital Allergy & Asthma Center,34900,34900,0,0,0,34900,0,0,0,0,0,0,32000,0,www.opensecrets.org/orgs/summary.php?id=D000091991
2022,D000036437,Outdoor Venture Corp,42589,42589,0,0,0,0,42589,0,0,0,0,17581,23490,0,www.opensecrets.org/orgs/summary.php?id=D000036437
2022,D000064813,Huntington Ingalls Industries,927319,92819,834500,0,0,488594,424698,2600000,0,0,30,139837,566548,0,www.opensecrets.org/orgs/summary.php?id=D000064813
2022,D000087827,DWO Enterprises,73248,72748,0,500,0,0,72748,0,0,0,0,15610,48510,0,www.opensecrets.org/orgs/summary.php?id=D000087827
2022,D000045253,Wakefern Food,129310,106810,22500,0,0,29060,100117,60000,0,0,0,27963,100044,0,www.opensecrets.org/orgs/summary.php?id=D000045253
2022,D000023411,Babcock & Wilcox Enterprises,5500,5500,0,0,0,4425,1075,100000,0,0,200,3700,1100,0,www.opensecrets.org/orgs/summary.php?id=D000023411
2022,D000000768,Cox Enterprises,1522843,532517,961000,29326,0,612944,880573,1760000,0,0,570,271986,1025540,0,www.opensecrets.org/orgs/summary.php?id=D000000768
2022,D000030615,Union Square Ventures,133520,133270,0,250,0,133270,0,0,0,0,0,0,133270,0,www.opensecrets.org/orgs/summary.php?id=D000030615
2022,D000071842,Barbara A Stiefel Foundation,38000,38000,0,0,0,38000,0,0,0,0,0,0,33000,0,www.opensecrets.org/orgs/summary.php?id=D000071842
2014,D000033971,General Communication Inc,129350,88850,40500,0,0,21000,108350,335000,0,0,0,27850,86750,0,www.opensecrets.org/orgs/summary.php?id=D000033971
2022,D000021825,American Assn of Orthodontists,432700,0,432700,0,0,196900,235800,60000,0,0,0,105000,327400,0,www.opensecrets.org/orgs/summary.php?id=D000021825
2022,D000056839,Society of Women Engineers,13851,13351,0,500,0,12135,1000,0,0,0,0,3250,9101,0,www.opensecrets.org/orgs/summary.php?id=D000056839
2022,D000025728,Eureka PAC,285000,0,285000,0,0,2500,282500,0,0,0,0,3000,277000,0,www.opensecrets.org/orgs/summary.php?id=D000025728
2022,D000022299,US Dept of Defense,863154,839744,0,23410,0,461284,369579,0,0,0,4885,353615,443957,0,www.opensecrets.org/orgs/summary.php?id=D000022299
2022,D000079700,Climate Solutions,17196,17196,0,0,0,17196,0,0,0,0,0,2200,10996,0,www.opensecrets.org/orgs/summary.php?id=D000079700
2022,D000000201,Textron Inc,431637,73137,358500,0,0,184023,247614,2149224,0,0,0,82094,234484,0,www.opensecrets.org/orgs/summary.php?id=D000000201
2022,D000000105,American Dental Assn,1204935,20479,1183750,706,0,519254,684975,1100000,347805,0,0,133545,824684,0,www.opensecrets.org/orgs/summary.php?id=D000000105
2022,D000051655,Harry Miller Co,3000,3000,0,0,0,3000,0,0,0,0,0,0,3000,0,www.opensecrets.org/orgs/summary.php?id=D000051655
2022,D000000177,American Trucking Assns,713250,5750,697500,10000,0,288750,412500,1120000,0,0,0,250,505000,0,www.opensecrets.org/orgs/summary.php?id=D000000177
